Platform,Customer Name,Customerid Id,Total Amount,Amount After Margin,amountReceived,monthname
GCP,Obopay Mobile Technology India Pvt. Ltd.,1549,183131.03,183131.03,183130,July 2023
GCP,Green Enabled IT Solutions Pvt. Ltd.,1572,34798.22,34798.22,34798,July 2023
GCP,Moonfrog Labs private Limited,2266,137403.03,137403.03,137403,July 2023
GCP,Rotomaker India Private Limited,2325,5135.44,5135.44,5135,July 2023
GCP,VST INDUSTRIES LIMITED,2453,167675.58,167675.58,167675,July 2023
GCP,Regalix India Pvt Ltd,2560,3860.9,3860.9,3860,July 2023
GCP,INFOLOGY,2863,21413.260000000002,21413.260000000002,21412,July 2023
GCP,Prestige Estates Projects Limited,3094,561156.75,561156.75,154180,July 2023
GCP,iDisha info Labs Private Limited,3237,681.55,681.55,56452,July 2023
GCP,Medvarsity Online limited,3638,1010303.07,1010303.07,1010303,July 2023
GCP,ALO AGRITECH Private Limited,3648,3884.82,3884.82,3883,July 2023
GCP,AutoRABIT Software Pvt Ltd,3749,441.19,441.19,441,July 2023
GCP,QBurst Technologies Pvt Ltd,3891,43848.76,43848.76,43848,July 2023
GCP,TACTIVE SOFTWARE SYSTEMS PRIVATE LIMITED,4937,10712.48,10712.48,10712,July 2023
GCP,Krypt India Private Limited,5402,910304.39,910304.39,910304,July 2023
GCP,Matex Net Private Limited,6015,185965.9,185965.9,185965,July 2023
GCP,Zeliot Connected Services Private Limited,6180,8293.3,8293.3,8044,July 2023
GCP,FEG India Solutions Private Limited,6261,158162.64,158162.64,158162,July 2023
GCP,DRA aadithya south city projects private limited,6266,2721.7,2721.7,2721,July 2023
GCP,Costbo Services Private  Limited,6267,105052.0,105052.0,105051,July 2023
GCP,THG Publishing Pvt Ltd,6268,155105.19,155105.19,155105,July 2023
GCP,Arunesh Dutta,6284,114.5,114.5,113,July 2023
GCP,Navkar Infotech,6290,7.56,7.56,626,July 2023
GCP,"Poorvika Mobiles Private Limited,",6465,911029.59,911029.59,885081,July 2023
GCP,iInterchange Systems Pvt. Ltd,6466,66132.99,66132.99,66132,July 2023
GCP,Gaboli Online Services Pvt Ltd,6627,41623.3,41623.3,41623,July 2023
GCP,42Gears Mobility Systems Private Limited,6628,314954.76,314954.76,4241966,July 2023
GCP,Node Technologies India Private Limited,6647,16.42,16.42,16,July 2023
GCP,Atria Brindavan power Private Limited,6648,57267.75,57267.75,57267,July 2023
GCP,LATENTVIEW ANALYTICS LIMITED,6649,4648.22,4648.22,4648,July 2023
GCP,CaratLane Trading Private LImited,6658,10959.76,10959.76,10959,July 2023
GCP,US Technology Intl Pvt Ltd,6659,465108.11,465108.11,466835,July 2023
GCP,INFINITI SOFTWARE SOLUTIONS PRIVATE LIMITED,6660,17158.45,17158.45,17158,July 2023
GCP,BridgeLabz Solutions Private Limited,6698,137499.71,137499.71,137499,July 2023
GCP,GABA PROJECTS PRIVATE LIMITED,6728,20597.39,20597.39,20597,July 2023
GCP,"D&R Business Solutions Private Limited,",6754,5715.5,5715.5,5715,July 2023
GCP,Barbeque Nation Hospitality Limited,6759,1178.73,1178.73,1178,July 2023
GCP,DTDC Express Private Limited,6826,3976544.64,3976544.64,4091863,July 2023
GCP,G.M. Fabrics Private Limited,6868,83322.66,83322.66,80112,July 2023
GCP,Techmash Solutions Private Limited,6873,19403.44,19403.44,124360,July 2023
GCP,Acuity Knowledge Centre (India) Private Limited,6888,893.61,893.61,893,July 2023
GCP,Mediacred Private Limited,6890,1636.93,1636.93,1636,July 2023
GCP,Sublime,6902,112928.67,112928.67,112928,July 2023
GCP,OSAAT Educational Charitable Trust (India),6925,7172.04,7172.04,7172,July 2023
GCP,Autonom8 Private Limited,6979,554009.88,554009.88,276535,July 2023
GCP,MALABAR GOLD PRIVATE LIMITED,7013,97004.54000000001,97004.54000000001,822269,July 2023
GCP,HASHLOG SOLUTIONS PRIVATE LIMITED,7048,46078.56,46078.56,46078,July 2023
GCP,Sanvir Mobitech ventures Pvt.Ltd,7066,69857.43,69857.43,69857,July 2023
GCP,Technofirm Solutions LLP,7124,314212.24000000005,314212.24000000005,149061,July 2023
GCP,AasaanJobs Private Limited,7138,1055732.66,1055732.66,1002942,July 2023
GCP,FINDEM TECHNOLOGIES PRIVATE LIMITED,7172,143506.25,143506.25,143506,July 2023
GCP,Inde pay Networks Private Limited,7216,6220.73,6220.73,6220,July 2023
GCP,Vivoiz Healthtech Private Limited,7236,334542.25,334542.25,334542,July 2023
GCP,Mycelium Technologies Private Limited,7250,1094099.76,1094099.76,1094099,July 2023
GCP,TechTree IT Systems Pvt Ltd,7276,3650.13,3650.13,3650,July 2023
GCP,Avyay Solutions India Private Limited,7331,132990.2,132990.2,132990,July 2023
GCP,Datametica Solutions Private Limited,7362,1245424.09,1245424.09,1245424,July 2023
GCP,Scholiverse Educare Private Limited,7372,1909.9,1909.9,1909,July 2023
GCP,Stanplus Technologies Pvt Ltd,7377,1738874.24,1738874.24,1738874,July 2023
GCP,PILOG India Private Limited,7431,529.35,529.35,529,July 2023
GCP,Sigtuple Technologies Private Limited,7528,444378.42,444378.42,444378,July 2023
GCP,KATHLEKHAN ESTATES PRIVATE LIMITED,7554,66516.91,66516.91,66516,July 2023
GCP,National Institute of Urban Management,7556,353.43,353.43,353,July 2023
GCP,Greyamp Consulting,7586,92844.49,92844.49,92844,July 2023
GCP,FarziEngineer,7621,304833.22,304833.22,304833,July 2023
GCP,Betterplace Safety Solutions Pvt Ltd,7626,735188.82,735188.82,698427,July 2023
GCP,ANAXEE DIGITAL RUNNERS PRIVATE LIMITED,7660,2552.38,2552.38,211285,July 2023
GCP,Siyaram Silk Mills Ltd (Garment Division),7665,5367.44,5367.44,5366,July 2023
GCP,Suryalakshmi Cotton Mills Limited,7682,20869.04,20869.04,20869,July 2023
GCP,Better World Technology Pvt Ltd,7685,1782215.54,1782215.54,889894,July 2023
GCP,Evergreen Community Private Limited,7711,27015.8,27015.8,27015,July 2023
GCP,Dataogram Digital Solutions Private Limited,7782,845.07,845.07,845,July 2023
GCP,Block Armour Private Limited,8022,18142.69,18142.69,18142,July 2023
GCP,Savaari Car Rentals Private Limited,8032,404359.48,404359.48,404359,July 2023
GCP,LDS INFOTECH PVT LTD,8069,5386.77,5386.77,5117,July 2023
GCP,Jalongi Retail Private Limited,8140,31195.71,31195.71,31195,July 2023
GCP,KALYAN JEWELLERS INDIA LIMITED,8276,7.75,7.75,7,July 2023
GCP,KPMG ADVISORY SERVICES PRIVATE LIMITED,8311,48933.32,48933.32,48933,July 2023
GCP,Church Street ESolutions Private Limited,8326,28.45,28.45,28,July 2023
GCP,Raychem Rpg Private Limited,8332,49889.37,49889.37,49889,July 2023
GCP,Clubdiaries Technologies Private Limited,8372,26177.98,26177.98,26177,July 2023
GCP,UPRISING SCIENCE PRIVATE LIMITED,8473,5377.34,5377.34,5377,July 2023
GCP,Poncho Hospitality Pvt. Ltd.,8496,325195.15,325195.15,318691,July 2023
GCP,Treis Solutions LLP,8504,319332.63,319332.63,319332,July 2023
GCP,Staart Buildtech Private Limited,8522,8198.22,8198.22,8198,July 2023
GCP,Atomberg Technologies Private Limited,8547,16253.97,16253.97,16253,July 2023
GCP,Ozonetel Communications Pvt Ltd.,8557,194442.89,194442.89,194442,July 2023
GCP,QuaQua Experiences Private Limited,8616,89777.24,89777.24,89777,July 2023
GCP,CIMCON DIGITAL INDIA PRIVATE LIMITED,8669,274581.18,274581.18,274581,July 2023
GCP,FREIGHTIFY SOLUTIONS INDIA PRIVATE LIMITED,8670,996231.71,996231.71,946420,July 2023
GCP,DOCTO TECHNOLOGIES PRIVATE LIMITED,8742,28295.35,28295.35,28295,July 2023
GCP,Geny Medium Labs Private Limited.,8756,8008.47,8008.47,8008,July 2023
GCP,Abravic Shipping,8803,205.4,205.4,205,July 2023
GCP,MODAK ANALYTICS LLP,8985,102833.26,102833.26,102833,July 2023
GCP,AquaExchange Agritech private Limited,9003,100431.04,100431.04,100431,July 2023
GCP,Mindcrescent Wellness Ventures Private Ltd.,9007,365786.4,365786.4,365786,July 2023
GCP,Aquaconnect,9019,8426.0,8426.0,8425,July 2023
GCP,IZA MEDI TECHNOLOGIES PRIVATE LIMITED,9091,233972.7,233972.7,233972,July 2023
GCP,Sail Boat Technologies Private Limited (Zapro),9108,246.17,246.17,246,July 2023
GCP,Purple Talk India Private Limited,9,15206.1,15206.1,426667,June 2023
